Rental_state,Start,End,Revenue,Distance
RED,2017-08-11 17:37:17.8400000,2017-08-11 18:20:01.1050000,8.51,13
GREEN,2017-07-21 18:48:48.4840000,2017-07-21 19:22:36.8870000,0.0,0
GREEN,2017-07-25 11:01:48.3800000,2017-07-25 11:21:01.1410000,0.0,0
GREEN,2017-04-28 20:31:54.6030000,2017-04-28 20:55:45.5750000,0.0,0
GREEN,2017-09-08 23:04:55.6530000,2017-09-09 00:35:44.4090000,0.0,0
GREEN,2017-10-20 13:21:57.8510000,2017-10-20 13:22:08.8220000,0.0,0
RED,2017-09-17 17:34:47.7760000,2017-09-17 17:51:11.7430000,3.71,7
GREEN,2017-05-20 04:54:19.2110000,2017-05-20 04:54:27.7560000,0.0,0
GREEN,2017-03-17 08:40:24.8430000,2017-03-17 08:42:53.1210000,0.0,0
RED,2017-01-01 02:53:02.2330000,2017-01-01 03:02:34.4500000,1.82,2
RED,2017-03-26 00:47:40.8220000,2017-03-26 01:03:23.3430000,3.23,8
GREEN,2017-11-28 09:29:59.8590000,2017-11-28 09:47:01.3430000,0.0,0
GREEN,2017-07-03 10:50:11.3590000,2017-07-03 10:57:22.3030000,0.0,0
RED,2017-11-15 17:08:30.7920000,2017-11-15 17:20:40.8420000,2.84,3
GREEN,2017-01-23 19:19:04.3190000,2017-01-23 20:09:46.1320000,0.0,0
GREEN,2017-04-30 04:25:12.2800000,2017-04-30 06:09:43.6070000,0.0,0
RED,2017-12-29 11:29:29.2360000,2017-12-29 11:38:35.3220000,2.18,3
GREEN,2017-09-08 15:09:06.2870000,2017-09-08 15:13:58.1160000,0.0,0
RED,2017-09-16 17:55:32.9520000,2017-09-16 18:10:17.9470000,3.28,4
GREEN,2017-05-23 18:41:00.7570000,2017-05-23 20:14:36.7420000,0.0,0
RED,2017-02-21 19:20:38.6680000,2017-02-21 19:46:02.5970000,5.24,8
GREEN,2017-12-24 18:41:12.3590000,2017-12-24 18:52:14.4940000,0.0,0
RED,2017-07-02 01:08:38.8860000,2017-07-02 01:20:42.8680000,3.13,6
RED,2017-11-04 09:26:40.4090000,2017-11-04 14:33:14.0180000,0.0,34
GREEN,2017-01-21 18:00:22.0730000,2017-01-21 18:03:28.1150000,0.0,0
RED,2017-11-13 13:11:54.9200000,2017-11-13 13:19:50.8020000,2.08,2
GREEN,2017-09-02 02:19:07.6360000,2017-09-02 04:04:21.4950000,0.0,0
GREEN,2017-05-12 17:31:42.6690000,2017-05-12 18:03:52.4390000,0.0,0
GREEN,2017-12-13 09:58:32.9630000,2017-12-13 10:45:17.0820000,0.0,0
GREEN,2017-08-01 21:37:06.9750000,2017-08-01 22:02:33.6990000,0.0,0
RED,2017-10-28 17:36:47.1540000,2017-10-28 17:54:31.9180000,3.93,5
GREEN,2017-02-19 16:26:54.2980000,2017-02-19 16:27:47.0160000,0.0,0
RED,2017-02-09 10:52:54.4800000,2017-02-09 11:01:29.2470000,1.61,3
GREEN,2017-08-28 08:49:56.1610000,2017-08-28 09:35:42.8510000,0.0,0
GREEN,2017-10-31 12:57:52.7940000,2017-10-31 14:43:10.7310000,0.0,0
GREEN,2017-06-11 12:56:40.5360000,2017-06-11 13:16:57.5240000,0.0,0
RED,2017-10-06 23:50:03.5050000,2017-10-07 00:03:07.5780000,3.65,4
RED,2017-11-29 10:22:13.9800000,2017-11-29 10:39:31.2730000,3.93,5
RED,2017-07-19 14:02:15.9920000,2017-07-19 14:15:53.1270000,2.82,3
GREEN,2017-08-10 08:30:17.4730000,2017-08-10 14:07:20.8920000,0.0,0
GREEN,2017-11-26 21:54:57.5570000,2017-11-26 22:21:17.0930000,0.0,0
GREEN,2017-05-03 03:22:07.3720000,2017-05-03 07:46:56.4670000,0.0,0
GREEN,2017-04-29 00:15:14.2460000,2017-04-29 05:44:37.6470000,0.0,0
RED,2017-05-13 08:21:40.7980000,2017-05-13 08:28:25.3640000,1.41,2
GREEN,2017-12-02 00:42:51.8340000,2017-12-02 03:56:18.2820000,0.0,0
GREEN,2017-04-09 15:26:56.7120000,2017-04-09 16:05:27.4510000,0.0,0
GREEN,2017-09-22 21:45:09.4850000,2017-09-22 21:56:28.2220000,0.0,0
RED,2017-10-28 12:29:34.7400000,2017-10-28 16:09:33.6450000,0.0,53
RED,2017-08-17 12:34:49.1970000,2017-08-17 12:48:40.0040000,2.82,6
RED,2017-09-06 07:46:48.8950000,2017-09-06 08:08:26.7430000,4.24,9
RED,2017-11-17 14:23:17.1770000,2017-11-17 14:30:52.4860000,1.75,1
RED,2017-08-09 16:10:57.3980000,2017-08-09 16:31:29.6210000,5.21,4
GREEN,2017-06-28 13:22:18.7190000,2017-06-28 13:24:48.7310000,0.0,0
GREEN,2017-06-26 17:03:51.0290000,2017-06-26 17:14:41.0680000,0.0,0
RED,2017-03-04 10:15:10.6940000,2017-03-04 11:09:15.6970000,9.2,3
RED,2017-02-19 16:57:35.8570000,2017-02-19 17:15:57.5470000,3.75,8
RED,2017-06-20 10:15:20.9420000,2017-06-20 10:22:53.2110000,1.41,2
GREEN,2017-10-03 17:15:06.4410000,2017-10-03 19:58:40.3420000,0.0,0
GREEN,2017-10-12 13:03:30.6090000,2017-10-12 15:18:10.5040000,0.0,0
GREEN,2017-06-02 21:40:03.5430000,2017-06-02 22:42:59.9960000,0.0,0
RED,2017-04-10 19:08:15.6180000,2017-04-10 19:25:02.1700000,3.43,7
RED,2017-10-23 16:53:00.1840000,2017-10-23 17:00:53.5400000,2.34,3
GREEN,2017-08-11 15:59:15.5290000,2017-08-11 17:06:40.1430000,0.0,0
GREEN,2017-12-29 21:37:10.2830000,2017-12-29 21:38:28.1310000,0.0,0
RED,2017-03-22 10:46:35.5190000,2017-03-22 10:54:03.5430000,1.61,2
RED,2017-06-24 17:54:57.1260000,2017-06-24 18:08:37.2320000,2.82,4
RED,2017-07-04 11:31:24.3570000,2017-07-04 11:48:05.2090000,3.43,9
RED,2017-04-01 20:07:46.9130000,2017-04-01 20:38:28.3240000,8.08,8
RED,2017-12-05 15:36:25.3200000,2017-12-05 15:42:46.2160000,1.53,2
RED,2017-06-23 23:09:47.4360000,2017-06-23 23:19:29.5430000,2.02,4
GREEN,2017-09-09 13:26:07.6580000,2017-09-09 13:47:34.8810000,0.0,0
RED,2017-12-05 17:59:44.1200000,2017-12-05 18:38:30.7100000,11.14,10
RED,2017-09-17 13:11:06.3550000,2017-09-17 13:18:50.9390000,1.75,2
GREEN,2017-04-22 13:19:10.0270000,2017-04-22 13:20:04.4430000,0.0,0
RED,2017-12-12 14:21:07.3450000,2017-12-12 14:52:37.4250000,6.99,8
RED,2017-11-26 21:10:39.4330000,2017-11-26 21:31:47.6690000,4.81,3
RED,2017-03-20 03:01:12.1050000,2017-03-20 03:12:51.4060000,2.42,5
GREEN,2017-04-22 19:31:25.7830000,2017-04-22 19:35:22.7880000,0.0,0
GREEN,2017-06-06 17:01:11.7280000,2017-06-06 18:07:38.1140000,0.0,0
GREEN,2017-09-15 17:12:10.0520000,2017-09-15 17:12:15.4870000,0.0,0
RED,2017-06-15 19:14:28.1090000,2017-06-15 19:46:59.9050000,6.66,12
GREEN,2017-05-02 19:49:06.4350000,2017-05-02 19:49:24.5150000,0.0,0
RED,2017-04-28 07:30:41.9930000,2017-04-28 07:38:13.4150000,1.41,3
GREEN,2017-09-24 23:25:17.7470000,2017-09-25 07:49:22.6840000,0.0,0
GREEN,2017-02-04 16:10:10.0470000,2017-02-04 16:17:54.4560000,0.0,0
RED,2017-06-22 00:18:38.2420000,2017-06-22 00:25:35.0830000,1.41,3
GREEN,2017-09-14 08:08:52.1010000,2017-09-14 08:09:48.6190000,0.0,0
RED,2017-01-02 08:40:49.5400000,2017-01-02 08:57:00.2500000,3.23,7
GREEN,2017-08-16 11:21:01.0920000,2017-08-16 12:17:43.3020000,0.0,0
GREEN,2017-10-05 22:53:10.5540000,2017-10-05 22:53:29.4770000,0.0,0
GREEN,2017-10-12 08:21:23.3250000,2017-10-12 13:36:58.7950000,0.0,0
GREEN,2017-04-17 19:23:48.7710000,2017-04-17 19:35:16.3200000,0.0,0
RED,2017-03-20 16:28:38.1180000,2017-03-20 16:30:56.1490000,0.61,0
GREEN,2017-08-30 21:06:10.2820000,2017-08-30 21:57:52.9250000,0.0,0
RED,2017-03-24 22:24:20.6750000,2017-03-24 22:38:31.8960000,2.82,6
GREEN,2017-03-27 17:22:02.4590000,2017-03-27 18:50:01.6250000,0.0,0
RED,2017-04-14 17:15:54.2360000,2017-04-14 17:23:25.6200000,2.08,2
GREEN,2017-02-18 21:05:16.2860000,2017-02-18 22:30:46.0840000,0.0,0
GREEN,2017-08-17 10:26:36.1760000,2017-08-17 16:07:52.7780000,0.0,0
RED,2017-06-27 21:21:46.8460000,2017-06-27 21:41:49.9300000,4.03,6
RED,2017-06-08 20:15:09.1770000,2017-06-08 20:29:56.4580000,3.03,8
GREEN,2017-08-17 18:22:10.2770000,2017-08-17 18:25:17.0600000,0.0,0
GREEN,2017-10-09 00:38:14.2650000,2017-10-09 06:27:00.3210000,0.0,0
GREEN,2017-03-12 13:03:46.4970000,2017-03-12 13:10:09.5070000,0.0,0
GREEN,2017-06-08 19:14:07.5360000,2017-06-08 19:32:07.2900000,0.0,0
GREEN,2017-08-25 15:09:52.8580000,2017-08-25 15:17:44.6490000,0.0,0
GREEN,2017-12-24 02:49:31.9100000,2017-12-24 03:04:45.4200000,0.0,0
RED,2017-06-04 15:10:02.5560000,2017-06-04 15:32:27.2120000,4.44,12
GREEN,2017-08-14 11:19:24.6490000,2017-08-14 11:40:51.5830000,0.0,0
GREEN,2017-03-23 12:35:35.6040000,2017-03-23 13:01:32.4540000,0.0,0
RED,2017-08-18 14:45:59.2640000,2017-08-18 15:20:16.8210000,7.06,25
GREEN,2017-12-16 17:20:09.4670000,2017-12-16 17:21:59.2250000,0.0,0
RED,2017-08-26 10:23:49.8690000,2017-08-26 10:36:22.6270000,2.62,5
RED,2017-08-07 21:58:56.1470000,2017-08-07 21:59:37.0010000,0.0,0
GREEN,2017-01-20 11:09:44.3810000,2017-01-20 12:05:46.7040000,0.0,0
RED,2017-04-13 22:14:30.7000000,2017-04-13 22:46:35.7160000,6.45,13
GREEN,2017-03-13 19:34:46.4900000,2017-03-13 21:40:24.2480000,0.0,0
GREEN,2017-04-11 13:02:26.7740000,2017-04-11 14:53:54.0850000,0.0,0
GREEN,2017-12-25 17:58:01.3630000,2017-12-26 13:34:02.8750000,0.0,0
RED,2017-10-01 09:47:25.4960000,2017-10-01 09:51:47.2190000,1.3,1
GREEN,2017-07-12 16:13:15.6270000,2017-07-12 17:32:32.6900000,0.0,0
GREEN,2017-01-13 19:18:19.1460000,2017-01-13 19:18:37.8890000,0.0,0
GREEN,2017-05-29 14:06:54.4880000,2017-05-29 14:51:44.0330000,0.0,0
RED,2017-09-22 04:48:22.5050000,2017-09-22 04:51:39.8180000,0.87,0
GREEN,2017-02-09 19:53:02.8750000,2017-02-09 19:53:22.2820000,0.0,0
RED,2017-04-07 11:05:04.4090000,2017-04-07 11:28:09.3550000,4.56,16
GREEN,2017-02-09 19:57:28.7230000,2017-02-09 19:58:58.9070000,0.0,0
RED,2017-02-16 18:16:56.8830000,2017-02-16 18:37:14.5160000,4.24,4
RED,2017-04-27 18:11:07.8550000,2017-04-27 18:25:13.4860000,2.82,6
GREEN,2017-12-16 13:10:14.6990000,2017-12-16 13:10:18.0150000,0.0,0
RED,2017-05-13 16:00:42.1900000,2017-05-13 16:14:59.8920000,3.03,4
RED,2017-08-31 18:02:18.6560000,2017-08-31 18:02:40.1960000,0.0,0
RED,2017-04-08 08:57:53.1230000,2017-04-08 09:10:41.1740000,2.62,4
GREEN,2017-09-22 20:40:15.5080000,2017-09-22 20:45:38.3850000,0.0,0
GREEN,2017-12-09 16:23:19.4400000,2017-12-09 16:26:50.8360000,0.0,0
RED,2017-10-16 15:20:31.9830000,2017-10-16 15:27:04.7650000,1.53,2
RED,2017-12-02 18:19:51.1450000,2017-12-02 18:36:15.0300000,3.71,5
RED,2017-06-21 08:25:57.8600000,2017-06-21 08:44:04.3470000,4.49,5
GREEN,2017-11-02 08:29:44.5890000,2017-11-02 08:57:28.5550000,0.0,0
RED,2017-01-22 12:31:35.4310000,2017-01-22 12:42:43.2930000,2.22,5
GREEN,2017-04-11 20:20:11.5990000,2017-04-11 20:30:29.1560000,0.0,0
GREEN,2017-03-08 15:34:31.1940000,2017-03-08 16:00:00.6720000,0.0,0
RED,2017-03-23 18:15:04.4650000,2017-03-23 19:01:32.8550000,9.11,23
RED,2017-09-22 23:09:57.8240000,2017-09-22 23:21:10.6680000,2.62,5
GREEN,2017-06-15 23:57:37.4000000,2017-06-16 00:16:14.3210000,0.0,0
GREEN,2017-07-28 19:10:41.8720000,2017-07-28 22:03:48.0740000,0.0,0
GREEN,2017-04-17 09:57:23.0930000,2017-04-17 10:04:19.1980000,0.0,0
GREEN,2017-04-15 16:13:48.0120000,2017-04-15 16:16:28.2600000,0.0,0
GREEN,2017-07-04 15:45:26.0390000,2017-07-04 17:22:32.2760000,0.0,0
GREEN,2017-06-08 15:52:10.0840000,2017-06-08 15:58:51.9260000,0.0,0
GREEN,2017-08-23 18:13:39.8870000,2017-08-23 18:17:26.4700000,0.0,0
GREEN,2017-12-12 21:40:54.6210000,2017-12-13 03:18:45.4410000,0.0,0
RED,2017-07-30 09:00:31.5320000,2017-07-30 09:13:55.8230000,2.62,7
GREEN,2017-03-16 19:59:10.0380000,2017-03-16 20:04:10.4370000,0.0,0
RED,2017-08-25 09:50:47.1660000,2017-08-25 13:19:28.2400000,39.07,32
GREEN,2017-05-24 07:21:21.2530000,2017-05-24 07:27:08.9770000,0.0,0
RED,2017-10-17 15:46:26.6560000,2017-10-17 15:52:40.2530000,1.53,1
RED,2017-07-14 18:30:43.9080000,2017-07-14 18:44:45.9630000,2.82,5
GREEN,2017-11-28 17:59:39.3930000,2017-11-28 18:15:30.1940000,0.0,0
RED,2017-07-18 14:37:51.6850000,2017-07-18 15:01:13.3900000,4.84,7
GREEN,2017-07-25 15:20:34.5820000,2017-07-25 15:50:58.8620000,0.0,0
RED,2017-12-10 13:24:29.4270000,2017-12-10 13:30:58.3180000,2.0,3
RED,2017-06-19 14:31:54.2420000,2017-06-19 17:34:41.6750000,36.94,75
GREEN,2017-12-29 19:02:45.7100000,2017-12-29 19:04:39.1810000,0.0,0
RED,2017-12-22 20:35:31.9110000,2017-12-22 20:43:30.5230000,1.97,3
GREEN,2017-05-12 03:05:31.4310000,2017-05-12 03:06:06.9450000,0.0,0
GREEN,2017-01-06 07:26:14.8910000,2017-01-06 07:35:23.3440000,0.0,0
GREEN,2017-10-15 11:20:17.2340000,2017-10-15 12:30:26.7550000,0.0,0
GREEN,2017-05-15 22:11:16.8800000,2017-05-16 00:24:17.5160000,0.0,0
RED,2017-06-14 22:35:16.6880000,2017-06-14 22:58:03.7600000,4.64,11
GREEN,2017-05-27 17:03:31.7860000,2017-05-27 17:24:47.4480000,0.0,0
GREEN,2017-10-06 17:11:54.5930000,2017-10-06 17:13:13.3580000,0.0,0
RED,2017-11-24 19:26:22.9090000,2017-11-24 19:55:50.4620000,6.55,11
GREEN,2017-06-19 08:15:10.0250000,2017-06-19 08:15:24.3220000,0.0,0
RED,2017-10-16 19:04:36.4180000,2017-10-16 19:18:32.5420000,3.28,6
RED,2017-05-11 17:18:30.5670000,2017-05-11 17:30:07.1660000,2.42,3
RED,2017-02-03 09:34:31.4710000,2017-02-03 09:44:50.6680000,2.22,3
RED,2017-09-29 23:09:43.9500000,2017-09-29 23:30:34.2710000,4.81,7
GREEN,2017-10-20 12:24:23.1330000,2017-10-20 12:26:05.4030000,0.0,0
GREEN,2017-09-08 16:30:56.1780000,2017-09-08 16:32:00.0540000,0.0,0
GREEN,2017-04-27 20:08:22.8910000,2017-04-28 00:10:31.4950000,0.0,0
GREEN,2017-07-26 18:50:36.1260000,2017-07-26 18:53:33.1040000,0.0,0
GREEN,2017-02-07 20:57:13.2910000,2017-02-07 21:15:17.7400000,0.0,0
RED,2017-10-10 11:41:58.7750000,2017-10-10 13:39:09.2420000,0.0,21
RED,2017-01-23 19:14:05.7560000,2017-01-23 19:27:24.1200000,2.62,6
GREEN,2017-11-10 16:12:10.5040000,2017-11-10 16:22:06.1100000,0.0,0
GREEN,2017-03-08 08:03:36.8460000,2017-03-08 08:03:47.4510000,0.0,0
GREEN,2017-02-19 22:08:16.5340000,2017-02-20 06:22:53.4730000,0.0,0
RED,2017-01-13 15:17:56.0270000,2017-01-13 16:22:53.2540000,11.97,10
RED,2017-07-13 07:16:15.4550000,2017-07-13 07:33:45.6140000,4.43,8
GREEN,2017-05-10 18:12:42.2400000,2017-05-10 19:01:51.0840000,0.0,0
RED,2017-12-09 11:42:54.7140000,2017-12-09 12:10:14.2950000,7.29,8
RED,2017-03-05 22:36:13.1050000,2017-03-05 22:47:53.8320000,2.22,5
GREEN,2017-04-26 18:03:10.1080000,2017-04-26 18:03:21.9300000,0.0,0
RED,2017-08-14 22:22:29.3110000,2017-08-14 22:59:28.1200000,7.46,30
GREEN,2017-05-25 06:55:25.1120000,2017-05-25 11:14:51.6020000,0.0,0
GREEN,2017-11-27 08:10:10.3030000,2017-11-27 08:13:34.3850000,0.0,0
GREEN,2017-07-10 16:59:40.4510000,2017-07-10 17:09:34.3730000,0.0,0
GREEN,2017-11-11 00:53:32.3990000,2017-11-11 06:03:01.1520000,0.0,0
RED,2017-02-11 03:36:16.5830000,2017-02-11 03:55:53.3840000,4.03,7
RED,2017-09-04 02:49:53.4600000,2017-09-04 02:58:36.4400000,1.82,4
RED,2017-12-09 10:35:23.5660000,2017-12-09 10:45:38.5390000,2.18,3
GREEN,2017-02-14 16:23:24.9400000,2017-02-14 19:22:27.7480000,0.0,0
RED,2017-02-16 17:08:20.1840000,2017-02-16 17:18:55.5620000,2.22,4
GREEN,2017-03-01 17:05:23.2480000,2017-03-01 17:07:28.8040000,0.0,0
GREEN,2017-09-26 14:26:59.1460000,2017-09-26 16:13:27.8240000,0.0,0
GREEN,2017-10-08 00:47:18.4190000,2017-10-08 01:05:49.2770000,0.0,0
RED,2017-06-29 17:57:29.3860000,2017-06-30 17:55:30.9960000,83.19,163
GREEN,2017-08-10 15:11:09.5620000,2017-08-10 16:43:40.4150000,0.0,0
RED,2017-09-26 09:55:29.2710000,2017-09-26 12:15:16.7320000,0.0,0
GREEN,2017-01-07 12:46:28.2840000,2017-01-07 19:58:17.8330000,0.0,0
RED,2017-10-21 13:43:43.2650000,2017-10-21 14:36:06.5580000,13.81,18
RED,2017-12-01 15:20:24.3060000,2017-12-01 15:31:42.3040000,2.62,3
RED,2017-11-22 09:43:35.7320000,2017-11-22 09:51:54.5230000,1.75,1
RED,2017-04-27 18:00:32.9030000,2017-04-27 18:14:45.8350000,2.82,4
GREEN,2017-10-21 11:31:07.6420000,2017-10-21 11:36:28.5590000,0.0,0
RED,2017-09-22 05:42:07.7630000,2017-09-22 05:47:03.5070000,1.09,2
RED,2017-05-15 20:35:42.2950000,2017-05-15 20:39:27.7910000,0.81,1
RED,2017-02-18 09:57:35.3950000,2017-02-18 10:12:52.4100000,4.17,7
GREEN,2017-05-09 06:37:39.0530000,2017-05-09 08:11:45.2070000,0.0,0
RED,2017-06-19 21:54:35.6280000,2017-06-19 22:03:24.8670000,1.82,5
GREEN,2017-05-03 13:55:31.1220000,2017-05-03 13:59:53.9740000,0.0,0
RED,2017-08-11 07:25:56.3930000,2017-08-11 07:52:32.5050000,5.45,18
GREEN,2017-10-31 16:03:38.5300000,2017-10-31 17:15:27.2850000,0.0,0
RED,2017-09-30 21:13:23.0020000,2017-09-30 21:28:58.5370000,3.5,6
RED,2017-06-13 16:16:17.4170000,2017-06-13 16:21:24.1590000,1.01,2
GREEN,2017-06-28 12:03:09.2980000,2017-06-28 12:57:46.9460000,0.0,0
GREEN,2017-03-03 21:00:43.1430000,2017-03-03 22:44:51.5150000,0.0,0
GREEN,2017-07-24 20:15:55.7800000,2017-07-24 20:29:54.4810000,0.0,0
RED,2017-04-15 20:45:10.7290000,2017-04-15 21:01:36.2620000,4.86,4
RED,2017-11-23 09:33:26.8360000,2017-11-23 09:42:43.6290000,2.18,3
GREEN,2017-10-28 14:51:46.4600000,2017-10-28 14:52:41.0040000,0.0,0
RED,2017-11-16 19:35:39.5140000,2017-11-16 19:50:19.0170000,3.28,7
GREEN,2017-01-22 13:39:28.4720000,2017-01-22 14:25:27.7930000,0.0,0
GREEN,2017-01-24 21:32:00.9600000,2017-01-24 21:33:39.3150000,0.0,0
GREEN,2017-04-27 18:44:37.3890000,2017-04-27 18:45:09.6000000,0.0,0
GREEN,2017-12-07 20:05:33.0870000,2017-12-07 20:16:25.5360000,0.0,0
RED,2017-06-28 17:14:03.7440000,2017-06-28 18:38:25.3550000,15.35,13
GREEN,2017-01-17 08:00:40.2340000,2017-01-17 08:02:46.2240000,0.0,0
GREEN,2017-02-12 15:37:37.6340000,2017-02-12 15:38:58.2930000,0.0,0
RED,2017-01-23 20:10:31.9670000,2017-01-23 20:39:02.3390000,6.95,9
GREEN,2017-02-22 18:32:26.8390000,2017-02-22 18:32:36.3140000,0.0,0
GREEN,2017-09-08 19:10:19.3570000,2017-09-08 22:50:34.2970000,0.0,0
RED,2017-10-01 19:04:27.7970000,2017-10-01 19:11:03.4780000,2.0,2
RED,2017-09-14 11:47:37.0700000,2017-09-14 12:28:29.0830000,11.71,14
GREEN,2017-10-23 14:44:40.6710000,2017-10-23 15:03:30.2040000,0.0,0
RED,2017-01-04 22:01:11.3360000,2017-01-04 22:11:29.8120000,2.14,2
GREEN,2017-07-31 07:26:11.4130000,2017-07-31 07:59:44.8930000,0.0,0
GREEN,2017-09-13 17:21:01.2700000,2017-09-13 17:21:23.1510000,0.0,0
GREEN,2017-11-07 11:29:25.3000000,2017-11-07 12:16:27.5710000,0.0,0
RED,2017-03-08 13:45:51.2240000,2017-03-08 13:53:32.2240000,1.61,2
GREEN,2017-01-01 17:57:23.4600000,2017-01-01 18:13:20.6100000,0.0,0
GREEN,2017-11-25 15:18:33.3980000,2017-11-25 15:19:19.8350000,0.0,0
RED,2017-01-21 13:00:42.5510000,2017-01-21 13:17:24.8240000,4.23,5
RED,2017-04-22 19:26:23.2860000,2017-04-22 19:36:00.3720000,2.02,2
RED,2017-06-17 00:15:36.0680000,2017-06-17 00:28:56.6210000,2.82,7
RED,2017-01-01 14:12:11.4760000,2017-01-01 14:25:33.1340000,2.82,5
RED,2017-10-05 11:27:21.5960000,2017-10-05 11:39:42.5880000,2.84,5
RED,2017-08-23 16:56:19.3540000,2017-08-23 17:10:05.7320000,2.82,5
GREEN,2017-06-14 08:41:40.4780000,2017-06-14 09:01:13.7830000,0.0,0
RED,2017-03-07 13:03:59.6660000,2017-03-07 13:19:10.5100000,3.14,4
RED,2017-09-10 17:33:13.3240000,2017-09-10 17:50:08.7140000,3.43,6
RED,2017-11-10 19:02:11.4850000,2017-11-10 19:31:15.2160000,7.82,17
GREEN,2017-05-27 17:16:30.9910000,2017-05-27 19:06:14.0300000,0.0,0
GREEN,2017-12-22 14:24:36.1910000,2017-12-22 14:25:26.2740000,0.0,0
GREEN,2017-11-14 16:42:13.3720000,2017-11-14 19:21:14.1550000,0.0,0
RED,2017-06-01 08:31:19.3020000,2017-06-01 08:39:29.8330000,1.61,3
GREEN,2017-02-07 18:01:33.0780000,2017-02-07 20:31:30.7140000,0.0,0
RED,2017-03-02 20:04:57.0150000,2017-03-02 20:12:48.0840000,1.33,2
GREEN,2017-12-16 03:56:04.2490000,2017-12-16 09:31:11.8730000,0.0,0
GREEN,2017-09-22 11:32:03.5710000,2017-09-22 12:22:17.3640000,0.0,0
GREEN,2017-09-10 20:46:10.0660000,2017-09-10 21:06:13.2560000,0.0,0
RED,2017-09-08 06:25:37.7860000,2017-09-08 08:24:02.3860000,24.52,7
RED,2017-10-14 13:10:43.2190000,2017-10-14 13:31:46.0990000,5.73,9
RED,2017-05-02 16:10:55.8640000,2017-05-02 16:21:50.8200000,2.14,2
GREEN,2017-01-30 18:06:25.4930000,2017-01-30 18:06:42.7630000,0.0,0
GREEN,2017-07-29 00:53:40.3160000,2017-07-29 09:03:31.6230000,0.0,0
GREEN,2017-08-29 12:24:03.2030000,2017-08-29 16:32:48.9430000,0.0,0
GREEN,2017-03-17 14:25:43.0540000,2017-03-17 14:44:59.2260000,0.0,0
RED,2017-11-26 15:06:30.8990000,2017-11-26 15:21:53.3360000,3.5,6
RED,2017-11-16 17:44:36.8160000,2017-11-16 17:58:07.9820000,3.06,5
GREEN,2017-04-15 18:56:16.5440000,2017-04-15 18:56:24.6130000,0.0,0
RED,2017-09-22 11:06:19.5610000,2017-09-22 11:17:53.5050000,2.62,4
GREEN,2017-03-09 19:06:24.3750000,2017-03-09 19:14:36.2800000,0.0,0
GREEN,2017-10-20 17:41:58.7170000,2017-10-20 17:51:23.0310000,0.0,0
RED,2017-05-28 00:12:37.4720000,2017-05-28 01:07:37.4050000,14.28,16
GREEN,2017-04-01 20:28:17.2980000,2017-04-01 21:27:02.2350000,0.0,0
RED,2017-08-31 21:04:47.2500000,2017-08-31 21:07:57.4660000,0.61,0
GREEN,2017-10-25 16:48:22.3230000,2017-10-25 16:57:08.4150000,0.0,0
RED,2017-10-20 13:12:35.1530000,2017-10-20 13:37:58.8500000,5.68,15
RED,2017-05-16 19:56:20.4500000,2017-05-16 20:51:46.6690000,10.2,8
GREEN,2017-07-02 00:47:38.3270000,2017-07-02 07:44:21.1150000,0.0,0
GREEN,2017-03-13 16:18:46.6080000,2017-03-13 17:35:14.2440000,0.0,0
RED,2017-06-18 20:48:37.8690000,2017-06-18 21:01:16.8270000,2.62,3
RED,2017-11-28 18:43:12.5360000,2017-11-28 18:53:54.8910000,2.4,5
GREEN,2017-03-17 07:55:00.3440000,2017-03-17 07:57:08.7340000,0.0,0
RED,2017-07-12 20:06:28.1850000,2017-07-12 20:33:28.0600000,5.45,15
RED,2017-11-01 12:31:33.1460000,2017-11-01 12:52:17.7120000,6.0,9
GREEN,2017-03-18 15:29:38.5310000,2017-03-18 15:31:57.4270000,0.0,0
GREEN,2017-03-09 16:06:11.8900000,2017-03-09 16:10:02.1520000,0.0,0
GREEN,2017-09-23 23:57:51.2920000,2017-09-24 00:01:00.4820000,0.0,0
RED,2017-03-17 19:37:50.2160000,2017-03-17 20:04:37.1180000,5.24,9
RED,2017-02-04 16:02:47.5670000,2017-02-04 16:08:34.0870000,1.21,1
GREEN,2017-05-11 17:30:06.5200000,2017-05-11 18:05:31.6450000,0.0,0
GREEN,2017-05-31 22:19:07.1180000,2017-05-31 22:31:52.0590000,0.0,0
RED,2017-10-15 03:42:21.5540000,2017-10-15 03:56:03.8890000,3.06,7
GREEN,2017-05-30 12:39:42.6130000,2017-05-30 12:40:26.5390000,0.0,0
GREEN,2017-03-27 12:30:55.8460000,2017-03-27 12:35:19.7300000,0.0,0
RED,2017-07-25 20:12:46.3630000,2017-07-25 22:32:10.4830000,24.37,29
RED,2017-10-16 16:49:04.1820000,2017-10-16 17:18:51.1900000,7.82,3
RED,2017-11-05 20:55:55.1100000,2017-11-05 21:21:15.2070000,6.77,11
RED,2017-07-29 16:25:13.5870000,2017-07-29 16:44:08.9960000,3.83,7
GREEN,2017-07-22 08:38:10.1300000,2017-07-22 08:41:46.2280000,0.0,0
GREEN,2017-04-27 15:29:06.7110000,2017-04-27 18:25:17.7090000,0.0,0
RED,2017-06-25 08:03:42.4780000,2017-06-25 08:14:16.2580000,2.02,4
GREEN,2017-01-01 19:22:10.0330000,2017-01-01 19:24:55.8840000,0.0,0
RED,2017-02-09 09:38:42.9640000,2017-02-09 10:00:46.4240000,4.44,20
